,,
,用github做專案,
,,
,,
" https://docs.google.com/drawings/d/1xrdvsyRvxDGtfR2Gq7NUKc7yWhjQ_s37fB08_AUGbPg/edit?usp=sharing",製程分析,
,,
" https://autolearn.hackpad.com/hZoY2pEz3Xs",赤皮仔程式設計課堂規約,
,,
,設計概念,"{""expand"":""false""}"
http://zh.wikipedia.org/wiki/%E4%BA%BA%E5%9B%A0%E5%B7%A5%E7%A8%8B%E5%AD%A6,人因工程學,
" https://docs.google.com/presentation/d/1fFgk1-gO4mMT1sZV4bAIxW789YitfsOsPnz25ONK3x8/edit#slide=id.p",配色介紹,
" https://docs.google.com/drawings/d/10M-JkRQ5aMOCmIKkrJETZjZOQ3i2dyMcBd7e0nKviac/edit?usp=sharing",作業流程,
" https://docs.google.com/presentation/d/1frZZWrlCOapT_9edhjd5hC0X4K-2NziAvE5IsXm7A-Q/edit#slide=id.p10",完形心理學,
" https://docs.google.com/presentation/d/1WqLlbkXmL8LPYTbZiSOlHY3FJy6sLozv5-SflCoGtp4",認知心理學,
https://docs.google.com/presentation/d/1hDJzRPmVBgjP08ycgGyA4sVtZ5xYWCgwoHss6aMhVSI/edit#slide=id.p4,認知心理學-注意力,
https://docs.google.com/presentation/d/105BbZY5-KnKXVBzUMrqMX4WZRmR34t4Lacsj4SQwGuc/edit#slide=id.p4,認知心理學-視覺感知,
,,
,,
,,
,Xinxin,"{""expand"":""false""}"
"http://jsbin.com/sosulaboyi/1/edit?css,output",版型一草稿-換季更衣,
"http://jsbin.com/ranedolabi/1/edit?html,css,output",版型二,
,,
" http://jsbin.com/qofoke/2/edit",功能地基,
" https://autolearn.hackpad.com/XinXin-nq8dqvPEKlJ",Pad,
,,
,,
,,
,俊華老大,"{""expand"":""false""}"
"http://jsbin.com/yenabipufe/1/edit?html,css,output",草稿-心情麵包,
" http://exitfrom.github.io/bread/",心情麵包@,
" https://autolearn.hackpad.com/XRO0gdsdGDa",Pad,
,,
,,
,???,"{""expand"":""false""}"
http://scratch.mit.edu/projects/32905476/,草稿-Scratch,
" http://jsbin.com/qigibalabu/1/edit?html",草稿-版型,
" https://autolearn.hackpad.com/iFbvZT48nRS",Pad,
,,
,爸氣外漏,"{""expand"":""false""}"
" http://jsbin.com/yexoqicalo/1/edit?html,css,js,output",草稿-彩色音樂,
" http://jsbin.com/qezalu/1/edit?html,css,output",功能地基,
" https://autolearn.hackpad.com/VQITcKEOVva",Pad,
,,
,自己的作業自己做,"{""expand"":""false""}"
" http://s22shadowl.github.io/taiwansnacks",台灣小吃,
" http://jsbin.com/xubobo/8/edit?html,css,output",草稿-小吃,
" https://autolearn.hackpad.com/ugYDqL3LqBQ",Pad,
,,
,胖子與瘦,"{""expand"":""false""}"
"http://jsbin.com/dosibepale/1/edit?html,css,js,output",草稿-攻略,
" http://aa12345kjh.github.io/BestLoL/",LOL遊戲攻略,
" https://autolearn.hackpad.com/CWwk2IGWxMD",Pad,
,,
,,
,相關專案,"{""expand"":""false""}"
http://3dw.github.io/playback/,Playback備忘,
,,
" http://map.alearn.org.tw/we/",自學互助,
" https://hackpad.com/2.0-gZL8jQ3iwgI",自學互助Pad,
,,
,,
,github,"{""expand"":""false""}"
http://www.github.com,主頁,
" https://pages.github.com/",gh-page,
" https://guides.github.com/introduction/flow/index.html","github flow",
,,
,,
,,
,,
,,
,社群提問,"{""expand"":""false""}"
" https://www.facebook.com/groups/htmlfive/?fref=ts",HTML5與Css3在台灣,
" https://www.facebook.com/groups/augularjs.tw/?fref=ts",台灣angular臉書社團,
" https://www.facebook.com/groups/javascript.tw/?fref=ts",台灣javacript臉書社團,
" https://www.facebook.com/groups/odtwn/?fref=ts",台灣開放資料臉書社團,
,,
,開放源碼,"{""expand"":""false""}"
" http://www.slideshare.net/autang/open-source-enlightenment",開源之道,
,,
,,
,,
,待搬,"{""expand"":""false""}"
https://autolearn.hackpad.com/L67psYHc1hZ,赤皮仔專案與問答區,
